coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo
CODDOC2292,42,married,secundaria,no,0,no,no,19,370,1,-1,0
CODDOC2297,32,married,secundaria,no,1905,si,no,16,709,2,-1,0
CODDOC2298,35,married,terciario,no,118,no,no,6,358,2,-1,0
CODDOC2300,36,married,terciario,no,16430,si,no,6,197,3,-1,0
CODDOC2301,35,married,secundaria,no,13,no,no,22,94,2,-1,0
CODDOC2302,57,divorced,secundaria,no,14,no,si,22,445,2,-1,0
CODDOC2303,28,single,secundaria,no,769,si,no,15,153,1,371,2
CODDOC2304,43,married,desconocido,no,3485,no,no,18,113,1,-1,0
CODDOC2305,57,married,secundaria,no,139,no,no,17,80,1,-1,0
CODDOC2309,36,divorced,terciario,no,5195,si,no,2,55,25,-1,0
CODDOC2312,57,married,terciario,no,3431,si,no,16,73,1,-1,0
CODDOC2316,52,single,terciario,no,1623,si,no,5,21,17,-1,0
CODDOC2318,58,single,primaria,no,6570,no,no,21,106,3,-1,0
CODDOC2320,44,married,secundaria,no,-665,no,no,30,342,3,-1,0
CODDOC2321,29,single,terciario,no,0,no,no,16,16,25,-1,0
CODDOC2322,27,single,secundaria,no,54,si,no,28,543,2,-1,0
CODDOC2323,35,married,primaria,no,46,no,no,8,338,3,-1,0
CODDOC2324,40,married,secundaria,no,2,no,no,22,197,5,-1,0
CODDOC2325,34,married,secundaria,no,103,si,si,8,956,2,-1,0
CODDOC2326,38,single,secundaria,no,883,si,no,12,95,1,327,9
CODDOC2329,25,single,secundaria,no,913,si,no,7,113,4,-1,0
CODDOC2330,38,divorced,secundaria,no,595,si,no,7,245,3,-1,0
CODDOC2333,30,married,terciario,no,102,si,no,5,470,7,426,3
CODDOC2335,33,married,secundaria,no,3132,si,no,23,350,5,-1,0
CODDOC2341,27,married,secundaria,no,132,no,no,13,123,2,-1,0
CODDOC2345,37,married,terciario,no,0,si,no,3,247,13,-1,0
CODDOC2346,26,single,secundaria,no,512,si,si,30,206,5,239,3
CODDOC2347,36,married,terciario,no,1169,si,no,6,168,2,-1,0
CODDOC2349,30,single,terciario,no,940,no,no,8,131,2,-1,0
CODDOC2350,25,single,secundaria,no,-80,si,si,3,89,1,-1,0
CODDOC2352,52,married,desconocido,no,1317,no,no,12,58,1,-1,0
CODDOC2353,39,married,secundaria,no,179,no,no,6,36,1,-1,0
CODDOC2356,30,married,secundaria,no,1286,si,si,17,544,1,-1,0
CODDOC2357,33,married,secundaria,no,804,si,si,8,266,1,-1,0
CODDOC2358,30,single,secundaria,no,4,no,no,4,443,2,-1,0
CODDOC2359,51,married,primaria,no,0,si,no,10,324,1,-1,0
CODDOC2361,48,married,primaria,no,1678,no,no,28,263,2,-1,0
CODDOC2370,45,married,secundaria,no,68,si,no,7,254,1,-1,0
CODDOC2373,43,single,secundaria,no,3403,si,no,12,707,2,97,2
CODDOC2374,28,married,secundaria,no,8,si,no,15,196,1,-1,0
CODDOC2375,32,divorced,secundaria,no,739,si,no,9,171,1,-1,0
CODDOC2376,26,single,secundaria,no,622,no,no,28,1451,2,-1,0
CODDOC2377,35,married,secundaria,no,152,si,no,2,563,1,-1,0
CODDOC2378,35,single,secundaria,no,2,no,no,11,239,4,-1,0
CODDOC2379,39,married,secundaria,no,1439,si,no,28,73,6,-1,0
CODDOC2381,32,single,secundaria,no,6402,si,no,6,158,1,167,1
CODDOC2382,30,married,secundaria,no,1210,no,no,9,100,4,-1,0
CODDOC2383,26,single,terciario,no,122,no,si,8,160,1,-1,0
CODDOC2384,30,single,secundaria,no,0,si,no,19,661,1,-1,0
CODDOC2386,47,married,secundaria,no,3333,si,si,29,114,2,-1,0
CODDOC2389,35,married,secundaria,no,0,si,no,7,121,2,-1,0
CODDOC2391,24,single,secundaria,no,366,no,si,16,234,2,-1,0
CODDOC2392,54,divorced,terciario,no,0,no,si,10,88,1,-1,0
CODDOC2394,41,married,secundaria,no,2105,si,no,18,134,1,-1,0
CODDOC2398,43,single,primaria,no,30,si,no,30,379,17,-1,0
CODDOC2399,51,married,secundaria,si,-2082,no,si,28,123,6,-1,0
CODDOC2402,31,married,terciario,no,1750,si,no,14,90,3,-1,0
CODDOC2404,42,married,secundaria,no,1048,si,no,6,23,2,-1,0
CODDOC2405,52,married,primaria,no,592,no,no,21,122,2,-1,0
CODDOC2407,36,married,secundaria,no,3064,si,no,11,1143,4,-1,0
CODDOC2411,31,single,terciario,no,287,si,no,19,182,1,-1,0
CODDOC2413,58,married,primaria,no,419,no,si,5,295,3,-1,0
CODDOC2414,36,married,secundaria,no,257,si,no,12,86,2,-1,0
CODDOC2415,52,married,secundaria,no,118,no,no,28,16,20,-1,0
CODDOC2421,34,married,terciario,no,5498,no,no,19,265,1,-1,0
CODDOC2424,37,single,secundaria,no,654,no,no,19,594,2,-1,0
CODDOC2425,47,married,terciario,no,1890,no,no,8,161,1,-1,0
CODDOC2429,28,single,secundaria,no,229,si,no,9,322,1,-1,0
CODDOC2430,26,single,secundaria,no,203,no,no,16,104,1,196,1
CODDOC2433,33,divorced,terciario,no,39,no,no,19,123,5,-1,0
CODDOC2434,73,married,primaria,no,796,no,no,23,427,1,182,2
CODDOC2436,40,married,terciario,no,1548,si,no,13,101,3,-1,0
CODDOC2437,51,married,secundaria,no,117,no,no,24,467,2,88,4
CODDOC2443,45,married,secundaria,no,118,si,no,7,208,2,-1,0
CODDOC2446,35,married,terciario,no,20,si,si,17,505,3,-1,0
CODDOC2447,30,married,secundaria,no,-28,si,no,18,284,2,371,1
CODDOC2449,25,single,terciario,no,5,no,no,29,138,1,-1,0
CODDOC2451,42,married,primaria,no,2519,si,no,15,262,4,-1,0
CODDOC2454,29,married,terciario,no,581,si,si,14,192,2,-1,0
CODDOC2455,36,married,terciario,no,1327,no,no,29,174,2,-1,0
CODDOC2456,31,married,secundaria,no,3242,no,no,25,292,2,-1,0
CODDOC2458,50,divorced,secundaria,no,32,no,no,4,282,2,-1,0
CODDOC2459,47,married,secundaria,no,310,si,si,14,128,6,-1,0
CODDOC2460,46,married,primaria,no,0,no,no,2,161,1,-1,0
CODDOC2462,31,single,secundaria,no,11386,si,no,20,356,1,-1,0
CODDOC2463,30,married,terciario,no,1380,si,no,21,294,2,-1,0
CODDOC2465,23,single,terciario,no,1129,si,no,28,806,1,-1,0
CODDOC2468,32,single,secundaria,no,-402,si,no,17,135,1,-1,0
CODDOC2470,57,married,primaria,no,1623,si,si,18,246,1,-1,0
CODDOC2471,38,married,terciario,no,1042,si,no,4,419,2,-1,0
CODDOC2472,22,single,secundaria,no,2488,no,no,8,449,2,38,10
CODDOC2478,53,married,primaria,no,732,no,no,27,759,2,-1,0
CODDOC2479,50,divorced,secundaria,no,769,no,no,28,72,2,363,4
CODDOC2480,34,married,secundaria,no,-136,si,si,12,131,2,-1,0
CODDOC2483,62,married,secundaria,no,565,no,no,4,123,3,-1,0
CODDOC2485,26,single,terciario,no,1153,no,no,4,238,3,-1,0
CODDOC2487,50,married,desconocido,no,558,no,no,9,464,1,683,6
CODDOC2491,34,married,secundaria,no,96,no,no,29,109,2,-1,0
CODDOC2492,58,married,primaria,no,4007,no,no,30,598,4,-1,0
CODDOC2493,50,single,terciario,no,567,si,no,16,274,8,-1,0
CODDOC2496,38,single,terciario,no,917,si,no,23,260,1,-1,0
CODDOC2497,46,single,terciario,no,593,si,no,29,190,3,-1,0
CODDOC2501,38,single,terciario,no,807,no,no,27,74,2,-1,0
CODDOC2502,59,married,secundaria,no,9976,si,no,29,57,2,-1,0
CODDOC2506,56,divorced,terciario,no,-59,no,si,28,127,6,-1,0
CODDOC2507,27,married,secundaria,si,-517,si,no,14,172,3,-1,0
CODDOC2512,67,married,primaria,no,2301,no,no,16,124,1,-1,0
CODDOC2513,53,married,primaria,no,104,no,si,5,701,1,-1,0
CODDOC2516,31,married,secundaria,no,212,si,no,18,191,3,-1,0
CODDOC2520,43,single,terciario,si,0,no,no,29,73,4,-1,0
CODDOC2521,38,divorced,terciario,no,4425,si,no,30,162,1,-1,0
CODDOC2522,46,married,secundaria,no,3533,si,no,12,235,2,-1,0
CODDOC2523,59,divorced,secundaria,no,3573,no,no,15,44,1,-1,0
CODDOC2526,55,married,desconocido,no,23,no,no,30,143,1,2,3
CODDOC2527,39,single,terciario,no,0,si,no,16,81,2,-1,0
CODDOC2528,36,single,secundaria,no,398,si,si,17,77,2,-1,0
CODDOC2532,67,married,desconocido,no,696,no,no,4,77,2,-1,0
CODDOC2535,31,married,primaria,no,25,no,no,21,169,5,-1,0
CODDOC2537,56,divorced,primaria,no,29,no,no,29,52,2,227,1
CODDOC2538,26,married,primaria,no,5116,si,no,22,246,3,-1,0
CODDOC2541,31,married,terciario,no,4148,si,no,21,316,3,99,9
CODDOC2543,30,single,secundaria,no,105,si,no,21,75,1,-1,0
CODDOC2544,37,married,terciario,no,767,no,si,2,204,1,-1,0
CODDOC2546,43,single,secundaria,no,-228,si,si,16,122,2,-1,0
CODDOC2547,42,married,secundaria,no,508,si,no,30,70,1,-1,0
CODDOC2552,38,divorced,secundaria,no,-17,no,no,21,11,4,-1,0
CODDOC2557,34,divorced,secundaria,no,479,si,no,12,515,1,350,5
CODDOC2558,40,divorced,secundaria,no,-375,si,no,13,60,5,-1,0
CODDOC2562,35,married,secundaria,no,0,si,no,20,18,5,-1,0
CODDOC2563,46,divorced,secundaria,no,7378,no,no,18,466,1,-1,0
CODDOC2564,55,married,secundaria,no,865,si,no,17,85,1,151,1
CODDOC2565,50,divorced,secundaria,no,-701,si,si,24,148,1,-1,0
CODDOC2566,23,single,desconocido,no,817,si,no,18,123,1,-1,0
CODDOC2568,40,married,secundaria,no,0,si,si,29,245,3,-1,0
CODDOC2569,61,married,secundaria,no,2917,no,no,6,215,1,-1,0
CODDOC2571,57,married,secundaria,no,0,no,no,13,44,1,-1,0
CODDOC2572,28,married,secundaria,no,4287,no,no,30,171,1,-1,0
CODDOC2574,38,married,secundaria,no,171,si,si,20,172,1,-1,0
CODDOC2576,45,married,secundaria,no,827,si,no,15,319,5,-1,0
CODDOC2577,31,single,secundaria,no,469,no,si,2,111,1,-1,0
CODDOC2578,39,married,primaria,no,2226,si,no,6,158,1,-1,0
CODDOC2579,42,married,secundaria,no,0,no,no,29,82,12,-1,0
CODDOC2582,30,single,terciario,no,775,si,no,16,124,2,-1,0
CODDOC2583,32,married,secundaria,no,9,si,no,17,334,2,-1,0
CODDOC2585,31,married,terciario,no,2395,no,no,27,218,1,-1,0
CODDOC2588,38,married,terciario,no,389,si,no,6,262,1,-1,0
CODDOC2591,59,married,secundaria,no,0,si,no,12,214,3,-1,0
CODDOC2595,48,married,secundaria,no,292,si,si,29,164,6,-1,0
CODDOC2596,31,single,secundaria,no,85,no,no,16,151,1,-1,0
CODDOC2598,35,divorced,primaria,no,-587,si,no,26,111,1,-1,0
CODDOC2599,36,single,primaria,no,367,no,no,2,217,1,221,1
CODDOC2601,45,divorced,terciario,no,959,no,no,18,74,1,-1,0
CODDOC2602,34,married,terciario,no,0,no,no,20,263,2,-1,0
CODDOC2604,26,single,terciario,no,-8,no,no,13,402,2,-1,0
CODDOC2607,48,married,desconocido,no,5543,no,no,16,143,5,-1,0
CODDOC2608,32,married,primaria,no,642,no,si,8,524,1,-1,0
CODDOC2611,31,married,terciario,no,5191,no,no,20,187,2,-1,0
CODDOC2613,53,married,terciario,no,2289,si,si,17,183,1,-1,0
CODDOC2614,36,married,secundaria,no,725,si,no,27,123,3,99,8
CODDOC2615,32,single,terciario,no,705,si,no,20,20,4,-1,0
CODDOC2622,24,single,desconocido,no,431,si,no,3,108,12,-1,0
CODDOC2624,32,married,primaria,no,286,si,no,6,175,1,-1,0
CODDOC2627,48,married,primaria,no,5366,si,no,21,248,3,-1,0
CODDOC2628,33,married,secundaria,no,181,si,si,28,265,2,-1,0
CODDOC2630,56,divorced,primaria,no,1770,no,no,5,916,3,-1,0
CODDOC2633,59,married,primaria,no,2358,si,no,17,30,1,-1,0
CODDOC2636,30,married,secundaria,no,616,si,no,6,19,1,-1,0
CODDOC2637,47,divorced,secundaria,no,4906,si,no,14,389,1,-1,0
CODDOC2638,44,married,secundaria,no,313,no,no,6,211,4,-1,0
CODDOC2640,50,married,terciario,no,1240,no,no,12,474,2,-1,0
CODDOC2641,27,single,terciario,no,3672,si,no,15,157,2,351,5
CODDOC2642,73,married,secundaria,no,19,no,no,5,509,2,-1,0
CODDOC2643,46,married,primaria,no,143,si,no,7,279,1,-1,0
CODDOC2644,56,divorced,secundaria,no,212,no,si,17,27,1,-1,0
CODDOC2645,36,married,terciario,no,9,no,no,11,386,4,-1,0
CODDOC2646,33,married,primaria,no,3074,no,no,18,679,1,-1,0
CODDOC2647,40,married,terciario,no,1734,si,no,2,169,1,-1,0
CODDOC2649,51,married,secundaria,no,397,si,no,20,293,2,-1,0
CODDOC2650,33,married,secundaria,no,640,si,no,3,439,3,-1,0
CODDOC2651,54,married,secundaria,no,158,si,no,19,198,1,-1,0
CODDOC2652,44,married,secundaria,no,2984,si,no,15,770,2,-1,0
CODDOC2653,50,married,secundaria,no,1011,si,no,30,340,2,-1,0
CODDOC2655,36,married,terciario,no,1133,si,no,4,293,1,181,2
CODDOC2657,37,married,secundaria,no,712,si,no,18,291,2,-1,0
CODDOC2658,28,single,secundaria,no,-427,si,si,21,965,2,-1,0
CODDOC2661,32,married,secundaria,no,10,si,no,6,501,4,-1,0
CODDOC2663,49,single,secundaria,no,981,si,no,21,10,3,-1,0
CODDOC2665,48,divorced,desconocido,no,-70,no,no,14,243,1,-1,0
CODDOC2667,31,single,terciario,no,574,si,no,16,410,2,-1,0
CODDOC2670,58,married,primaria,no,0,si,no,9,148,1,-1,0
CODDOC2678,60,married,primaria,no,0,no,no,30,130,3,-1,0
CODDOC2680,30,married,secundaria,no,699,si,no,29,544,1,-1,0
CODDOC2681,52,single,primaria,no,0,no,no,19,182,11,-1,0
CODDOC2682,24,married,secundaria,no,-220,si,no,2,90,1,-1,0
CODDOC2685,34,married,secundaria,no,67,si,si,8,672,3,-1,0
CODDOC2687,31,married,secundaria,no,0,no,si,15,275,2,-1,0
CODDOC2691,45,married,primaria,no,0,no,no,26,454,2,-1,0
CODDOC2692,57,married,secundaria,no,1521,si,si,18,102,2,178,5
CODDOC2693,34,married,terciario,no,1310,no,no,30,521,3,158,7
CODDOC2694,40,married,secundaria,no,0,si,si,17,57,1,-1,0
CODDOC2695,39,married,terciario,no,399,no,no,9,504,1,-1,0
CODDOC2696,46,married,terciario,no,405,no,no,11,138,3,-1,0
CODDOC2698,25,single,terciario,no,2506,no,no,17,485,1,-1,0
CODDOC2699,34,married,terciario,no,697,no,no,5,166,1,-1,0
CODDOC2700,37,married,primaria,no,403,si,no,8,318,2,338,1
CODDOC2701,64,divorced,terciario,no,890,no,no,3,531,3,-1,0
CODDOC2702,45,divorced,secundaria,no,809,si,no,13,155,2,363,4
CODDOC2708,58,married,terciario,no,541,si,no,8,98,1,-1,0
CODDOC2709,33,married,terciario,no,287,si,no,15,199,2,274,3
CODDOC2711,44,divorced,secundaria,no,0,si,no,4,389,5,-1,0
CODDOC2712,47,married,desconocido,no,677,no,no,7,384,1,99,4
CODDOC2713,41,married,primaria,no,340,no,no,6,37,3,-1,0
CODDOC2716,32,single,terciario,no,2629,no,no,28,77,4,-1,0
CODDOC2718,29,single,terciario,no,2325,no,no,2,125,1,-1,0
CODDOC2723,53,married,secundaria,no,25,no,no,22,528,2,-1,0
CODDOC2724,34,single,terciario,no,9851,si,no,20,128,5,-1,0
CODDOC2726,32,married,secundaria,no,687,no,no,20,161,4,-1,0
CODDOC2727,31,married,secundaria,no,1368,si,no,12,129,4,-1,0
CODDOC2731,52,married,secundaria,no,9,no,si,6,44,1,-1,0
CODDOC2733,45,married,primaria,no,-322,no,no,9,225,2,-1,0
CODDOC2734,54,divorced,secundaria,no,1114,si,no,30,81,1,-1,0
CODDOC2736,47,married,terciario,no,459,si,no,29,189,4,-1,0
CODDOC2737,54,married,secundaria,no,1157,no,no,26,98,2,-1,0
CODDOC2738,34,married,secundaria,no,8309,si,si,19,50,1,-1,0
CODDOC2740,46,married,secundaria,no,2098,no,no,7,110,2,-1,0
CODDOC2741,26,single,secundaria,no,461,no,no,28,214,1,-1,0
CODDOC2743,47,married,secundaria,no,1203,si,no,17,239,2,-1,0
CODDOC2746,34,married,terciario,no,1657,si,no,18,566,2,356,4
CODDOC2749,40,married,secundaria,no,-839,si,si,16,1018,2,-1,0
CODDOC2753,23,single,primaria,no,8627,si,no,3,281,1,-1,0
CODDOC2754,34,married,terciario,no,133,si,no,8,65,1,-1,0
CODDOC2755,34,married,secundaria,no,247,si,si,26,193,5,-1,0
CODDOC2756,49,married,secundaria,no,1114,no,no,17,283,1,-1,0
CODDOC2760,34,married,secundaria,no,1221,si,no,6,182,1,90,8
CODDOC2762,35,divorced,secundaria,no,0,si,no,8,477,1,-1,0
CODDOC2765,42,married,secundaria,no,2157,si,no,13,149,1,364,2
CODDOC2766,53,married,secundaria,no,6095,si,si,14,410,5,-1,0
CODDOC2770,45,married,secundaria,no,0,no,no,19,145,10,-1,0
CODDOC2778,25,single,secundaria,no,-352,no,no,15,246,1,-1,0
CODDOC2779,58,married,secundaria,no,602,si,no,13,201,1,-1,0
CODDOC2780,52,married,secundaria,no,-588,si,no,22,81,4,-1,0
CODDOC2781,19,single,secundaria,no,302,no,no,16,205,1,-1,0
CODDOC2785,35,single,secundaria,no,5731,si,no,4,164,2,167,4
CODDOC2786,41,married,secundaria,no,902,no,no,16,35,6,-1,0
CODDOC2787,28,single,secundaria,no,6307,si,no,28,615,1,-1,0
CODDOC2790,33,single,terciario,no,621,no,no,8,217,1,-1,0
CODDOC2793,32,married,secundaria,no,478,si,no,3,200,1,-1,0
CODDOC2795,44,married,secundaria,no,1910,si,no,5,41,1,-1,0
CODDOC2796,36,divorced,terciario,no,1174,si,no,18,192,2,-1,0
CODDOC2797,56,married,secundaria,no,1270,si,no,17,80,2,165,2
CODDOC2801,40,married,secundaria,no,2715,si,no,29,125,2,-1,0
CODDOC2802,32,single,terciario,no,1100,si,si,11,67,1,-1,0
CODDOC2803,34,married,secundaria,no,516,si,si,2,26,1,-1,0
CODDOC2804,37,married,secundaria,no,1,no,no,15,395,2,-1,0
CODDOC2806,35,married,primaria,no,634,no,no,7,185,2,-1,0
CODDOC2807,53,single,secundaria,no,5715,no,no,28,287,2,-1,0
CODDOC2808,60,married,desconocido,no,1088,si,no,26,149,1,-1,0
CODDOC2810,57,married,primaria,no,75,no,no,28,118,2,-1,0
CODDOC2812,44,married,primaria,no,134,si,no,7,378,1,-1,0
CODDOC2815,43,married,terciario,no,192,no,no,5,203,2,-1,0
CODDOC2816,37,single,secundaria,no,267,no,no,13,121,1,-1,0
CODDOC2817,34,single,terciario,no,586,si,no,16,489,2,-1,0
CODDOC2819,57,divorced,secundaria,si,25,si,no,11,652,1,370,4
CODDOC2820,26,single,secundaria,no,96,si,no,13,612,2,348,3
CODDOC2825,28,single,terciario,no,2380,no,no,14,394,2,-1,0
CODDOC2826,57,married,primaria,no,179,no,no,9,230,3,-1,0
CODDOC2827,39,married,terciario,no,763,si,no,11,877,7,300,2
CODDOC2828,49,married,secundaria,no,320,no,no,9,1971,4,-1,0
CODDOC2831,30,married,secundaria,no,2678,si,no,18,23,5,-1,0
CODDOC2832,38,married,terciario,no,1980,no,no,5,176,2,-1,0
CODDOC2833,36,married,terciario,no,1582,no,no,3,26,2,197,1
CODDOC2834,38,single,desconocido,no,62,no,no,19,212,1,-1,0
CODDOC2835,59,married,primaria,no,235,no,no,13,119,2,-1,0
CODDOC2836,37,married,terciario,no,489,si,no,7,205,5,-1,0
CODDOC2838,43,married,secundaria,no,699,si,si,20,1258,2,122,2
CODDOC2839,33,married,secundaria,no,58,si,no,29,57,2,-1,0
CODDOC2841,55,married,secundaria,no,557,no,no,19,58,1,-1,0
CODDOC2846,44,married,terciario,no,1058,no,no,11,188,3,-1,0
CODDOC2848,38,married,secundaria,no,6728,no,no,25,232,1,96,4
CODDOC2850,40,married,secundaria,no,167,si,si,8,380,4,295,1
CODDOC2851,43,married,terciario,no,1574,si,no,19,167,3,-1,0
CODDOC2853,39,married,terciario,no,562,no,no,13,303,2,-1,0
CODDOC2855,31,single,secundaria,no,35,no,si,16,229,1,-1,0
CODDOC2859,33,single,secundaria,no,1558,si,no,17,97,1,-1,0
CODDOC2860,23,single,primaria,no,8627,si,no,15,169,1,346,1
CODDOC2862,36,married,terciario,no,0,si,si,3,599,3,-1,0
CODDOC2863,44,single,terciario,no,900,si,no,29,322,2,-1,0
CODDOC2865,55,married,primaria,no,1649,si,no,12,52,3,-1,0
CODDOC2872,32,married,terciario,no,2431,si,no,14,646,5,-1,0
CODDOC2873,42,single,terciario,no,308,no,no,30,114,2,-1,0
CODDOC2874,35,divorced,terciario,no,160,si,no,4,141,6,-1,0
CODDOC2875,29,single,secundaria,no,555,si,no,15,133,4,-1,0
CODDOC2876,29,single,secundaria,no,778,si,no,6,1994,2,-1,0
CODDOC2877,37,single,secundaria,no,48,no,no,6,140,2,-1,0
CODDOC2878,49,married,primaria,no,169,si,no,15,82,3,-1,0
CODDOC2880,61,married,primaria,no,848,no,no,27,605,1,187,1
CODDOC2885,23,single,secundaria,no,5,no,no,12,413,1,-1,0
CODDOC2887,43,divorced,primaria,no,92,si,no,15,237,2,-1,0
CODDOC2888,35,single,terciario,no,470,si,no,25,743,13,-1,0
CODDOC2889,38,married,secundaria,no,0,no,no,28,82,4,-1,0
CODDOC2890,56,divorced,primaria,no,109,no,no,15,924,4,-1,0
CODDOC2891,31,married,secundaria,no,440,si,no,17,117,3,-1,0
CODDOC2893,28,single,secundaria,no,2685,no,si,24,5,1,-1,0
CODDOC2894,26,divorced,secundaria,si,-3,si,no,13,181,5,-1,0
CODDOC2896,33,married,secundaria,no,220,si,no,27,345,1,-1,0
CODDOC2897,80,married,primaria,no,1548,no,no,6,331,2,-1,0
CODDOC2901,32,single,terciario,no,697,no,no,7,119,1,99,3
CODDOC2903,32,married,secundaria,no,1694,si,no,28,929,1,-1,0
CODDOC2904,53,married,terciario,no,4446,si,no,14,429,1,-1,0
CODDOC2908,44,married,terciario,no,1707,no,no,8,406,3,-1,0
CODDOC2909,35,married,secundaria,no,13658,si,no,9,220,2,-1,0
CODDOC2910,39,married,secundaria,no,406,no,no,30,253,5,-1,0
CODDOC2912,34,married,secundaria,no,0,si,no,30,154,1,-1,0
CODDOC2913,39,married,terciario,no,-276,no,si,11,121,4,-1,0
CODDOC2914,58,married,secundaria,no,413,no,no,27,104,5,-1,0
CODDOC2915,37,married,primaria,no,655,si,no,5,127,2,258,4
CODDOC2916,56,divorced,primaria,no,694,no,no,29,144,1,102,1
CODDOC2917,32,single,secundaria,no,10218,si,no,19,149,2,-1,0
CODDOC2918,41,single,terciario,no,1646,si,no,4,261,1,184,6
CODDOC2921,24,married,secundaria,no,9,si,no,27,292,7,-1,0
CODDOC2923,26,married,terciario,no,2855,no,no,30,52,3,-1,0
CODDOC2924,39,married,secundaria,no,260,si,no,17,146,1,281,1
CODDOC2925,49,married,secundaria,no,2039,si,no,6,451,1,169,2
CODDOC2930,27,single,terciario,no,0,si,no,30,323,4,-1,0
CODDOC2931,58,married,primaria,no,73,no,no,17,116,1,-1,0
CODDOC2932,46,married,primaria,no,-35,si,no,7,304,3,-1,0
CODDOC2933,28,single,terciario,no,1351,no,no,10,267,1,-1,0
CODDOC2934,39,married,primaria,no,1601,si,no,23,201,2,-1,0
CODDOC2936,38,married,secundaria,no,435,si,no,23,193,2,-1,0
CODDOC2943,34,married,terciario,no,544,si,si,18,58,2,-1,0
CODDOC2944,36,married,secundaria,no,688,si,no,6,174,2,-1,0
CODDOC2945,45,married,terciario,no,242,no,no,30,587,1,-1,0
CODDOC2946,27,single,terciario,no,118,no,no,25,112,1,-1,0
CODDOC2948,40,married,terciario,no,1603,no,no,17,279,1,-1,0
CODDOC2951,37,married,terciario,no,836,si,no,27,129,2,-1,0
CODDOC2952,36,married,secundaria,no,55,si,no,13,38,2,369,4
CODDOC2953,37,married,secundaria,no,1123,no,si,28,138,1,-1,0
CODDOC2954,22,single,terciario,no,691,no,no,19,338,1,-1,0
CODDOC2958,50,married,primaria,no,0,no,no,20,179,2,-1,0
CODDOC2962,32,married,secundaria,no,1787,si,no,12,87,4,357,4
CODDOC2963,71,married,terciario,no,14220,si,no,9,397,1,-1,0
CODDOC2964,31,single,terciario,no,12569,no,no,9,344,1,295,1
CODDOC2965,41,married,primaria,no,4,no,no,23,74,5,-1,0
CODDOC2968,46,divorced,primaria,no,1712,no,no,19,110,1,-1,0
CODDOC2969,46,married,secundaria,no,4855,si,no,10,1529,1,397,1
CODDOC2971,35,single,terciario,no,252,si,no,8,89,2,-1,0
CODDOC2972,37,married,secundaria,no,346,si,no,17,390,1,316,1
CODDOC2973,56,married,secundaria,no,45,no,no,5,1467,1,-1,0
CODDOC2975,44,divorced,terciario,no,-710,si,no,10,183,1,-1,0
CODDOC2977,28,single,secundaria,no,56,si,no,23,66,1,-1,0
CODDOC2979,34,single,terciario,no,178,si,no,15,14,2,-1,0
CODDOC2980,56,married,secundaria,no,359,si,no,6,220,4,-1,0
CODDOC2982,44,divorced,secundaria,no,221,no,no,30,149,13,-1,0
CODDOC2983,38,married,terciario,no,1161,si,no,8,665,1,-1,0
CODDOC2985,41,single,terciario,no,982,no,no,23,105,1,-1,0
CODDOC2987,34,single,terciario,no,1,no,no,19,582,1,-1,0
CODDOC2989,38,single,secundaria,no,2543,no,no,10,223,1,414,4
CODDOC2990,42,married,terciario,no,42045,no,no,8,205,2,-1,0
CODDOC2992,37,divorced,terciario,no,0,si,no,11,217,6,-1,0
CODDOC2993,47,married,secundaria,no,3940,si,no,9,171,2,96,5
CODDOC2994,29,married,secundaria,no,125,si,no,13,50,1,-1,0
CODDOC2996,43,single,secundaria,no,593,si,no,5,55,1,-1,0
CODDOC2999,32,single,terciario,no,2343,no,no,18,226,1,-1,0
CODDOC3000,40,married,terciario,no,294,si,no,23,97,5,-1,0
CODDOC3001,45,married,secundaria,no,644,no,si,22,92,1,-1,0
CODDOC3002,43,married,secundaria,no,-26,si,no,16,343,1,-1,0
CODDOC3005,37,married,secundaria,no,7,si,no,27,224,7,105,1
CODDOC3007,51,married,desconocido,no,2094,no,no,8,458,6,-1,0
CODDOC3008,44,married,secundaria,no,508,si,no,20,222,1,154,1
CODDOC3011,29,single,terciario,no,0,si,no,7,104,2,-1,0
CODDOC3012,50,married,secundaria,no,26394,no,no,25,206,4,-1,0
CODDOC3014,49,married,terciario,no,523,si,no,3,152,2,-1,0
CODDOC3015,49,married,secundaria,si,-74,si,no,19,114,1,-1,0
CODDOC3016,35,married,terciario,no,0,no,no,11,89,1,-1,0
CODDOC3017,39,single,secundaria,no,122,si,no,2,158,1,-1,0
CODDOC3018,34,married,primaria,no,351,no,si,14,326,11,-1,0
CODDOC3019,57,married,secundaria,no,35,no,si,26,215,3,-1,0
CODDOC3022,43,married,primaria,no,60,no,no,8,487,2,367,2
CODDOC3023,37,married,secundaria,no,342,si,no,12,340,2,175,1
CODDOC3029,34,married,secundaria,no,79,si,no,23,83,1,-1,0
CODDOC3030,39,married,primaria,no,2303,si,no,17,775,3,-1,0
CODDOC3032,44,married,terciario,no,332,si,no,23,497,5,-1,0
CODDOC3033,32,divorced,secundaria,no,-399,si,no,2,180,1,-1,0
CODDOC3034,50,divorced,secundaria,no,-54,si,si,13,698,2,292,1
CODDOC3035,29,married,primaria,no,-102,no,no,4,134,1,-1,0
CODDOC3042,32,single,secundaria,no,92,si,no,18,110,1,315,2
CODDOC3044,40,married,primaria,no,1397,si,no,12,58,2,334,1
