coddoc,edad,estciv,educacion,mora,balance,vivienda,prestamo,dia,duracion,campana,pdias,previo,Adq_Ahorro
CODDOC2209,28,married,secundaria,no,1325,si,no,15,242,1,-1,0,0
CODDOC2211,34,married,terciario,no,4343,no,no,9,85,4,-1,0,0
CODDOC2215,42,divorced,secundaria,no,-280,si,no,26,258,1,-1,0,0
CODDOC2216,34,single,desconocido,no,1534,si,no,16,156,1,147,7,0
CODDOC2217,34,married,secundaria,no,1671,no,no,21,160,1,-1,0,0
CODDOC2218,51,married,terciario,no,2007,no,no,16,1021,1,-1,0,0
CODDOC2220,44,married,secundaria,no,2776,si,no,27,701,1,-1,0,1
CODDOC2222,34,married,terciario,no,573,no,no,10,122,1,-1,0,0
CODDOC2223,34,married,secundaria,no,475,si,no,7,559,1,-1,0,0
CODDOC2225,46,single,terciario,no,2154,si,no,21,87,4,-1,0,0
CODDOC2228,34,single,terciario,no,6766,no,no,28,210,5,-1,0,0
CODDOC2231,48,single,secundaria,no,-552,no,si,21,150,2,-1,0,0
CODDOC2232,30,single,terciario,no,48,no,no,21,140,1,-1,0,0
CODDOC2234,24,married,secundaria,no,4500,si,no,11,733,2,-1,0,1
CODDOC2236,46,single,terciario,no,46,no,si,17,80,1,152,1,0
CODDOC2238,46,married,secundaria,no,451,si,si,13,389,4,-1,0,0
CODDOC2240,42,married,secundaria,no,0,si,no,21,328,6,-1,0,0
CODDOC2241,50,married,secundaria,no,1130,si,no,23,119,2,-1,0,0
CODDOC2242,41,married,primaria,no,389,si,no,16,87,6,-1,0,0
CODDOC2243,34,single,secundaria,no,10,no,si,18,162,1,173,3,0
CODDOC2246,45,married,secundaria,no,115,si,no,6,108,1,-1,0,0
CODDOC2251,50,married,terciario,no,207,si,no,4,99,1,-1,0,0
CODDOC2253,45,married,primaria,no,2433,no,no,6,133,2,-1,0,0
CODDOC2255,48,married,terciario,no,-471,si,no,19,668,7,-1,0,0
CODDOC2260,41,married,terciario,no,326,si,no,5,788,1,-1,0,1
CODDOC2261,47,divorced,secundaria,no,691,no,no,6,285,6,-1,0,0
CODDOC2262,34,single,secundaria,no,0,no,no,21,163,2,-1,0,0
CODDOC2263,33,single,terciario,no,99,no,no,8,159,1,-1,0,0
CODDOC2268,30,single,primaria,no,185,no,no,26,11,1,-1,0,0
CODDOC2271,59,married,secundaria,no,319,si,no,5,143,3,-1,0,0
CODDOC2273,47,divorced,terciario,no,-1148,si,si,27,62,2,-1,0,0
CODDOC2274,44,married,primaria,no,-11,si,no,9,13,1,-1,0,0
CODDOC2275,35,single,secundaria,no,0,si,no,13,1073,1,-1,0,1
CODDOC2277,42,married,primaria,no,704,si,si,31,88,10,-1,0,0
CODDOC2278,38,married,secundaria,no,1931,no,no,2,167,1,298,10,0
CODDOC2283,44,single,primaria,no,787,si,no,30,570,2,-1,0,0
CODDOC2289,50,married,secundaria,no,1412,no,no,6,131,3,-1,0,0
CODDOC2293,45,single,terciario,no,2087,no,no,29,29,14,-1,0,0
CODDOC2294,34,married,secundaria,no,2,si,si,5,184,1,167,6,0
CODDOC2295,48,married,secundaria,no,197,no,si,3,47,2,222,3,0
CODDOC2296,34,married,secundaria,no,0,no,si,2,193,4,-1,0,0
CODDOC2299,39,married,terciario,no,2644,si,no,20,253,1,-1,0,0
CODDOC2306,34,divorced,secundaria,no,202,si,no,15,318,1,-1,0,0
CODDOC2307,36,married,terciario,no,6,si,no,27,100,1,435,1,0
CODDOC2308,47,divorced,terciario,no,2515,no,no,20,40,3,-1,0,0
CODDOC2310,33,married,terciario,no,2098,no,no,20,67,1,-1,0,0
CODDOC2311,57,married,terciario,no,320,no,no,7,76,2,-1,0,0
CODDOC2313,34,married,secundaria,no,50,si,no,20,89,2,-1,0,0
CODDOC2314,51,divorced,terciario,no,370,si,no,19,109,3,-1,0,0
CODDOC2315,54,divorced,primaria,no,-182,no,no,9,98,1,-1,0,0
CODDOC2317,43,married,terciario,no,13342,si,no,18,465,1,-1,0,0
CODDOC2319,53,married,secundaria,no,225,si,no,20,304,1,340,1,0
CODDOC2327,32,married,secundaria,no,55,si,no,15,546,9,-1,0,0
CODDOC2328,41,married,secundaria,no,8238,si,si,30,124,4,-1,0,0
CODDOC2331,26,single,secundaria,no,7,si,no,22,188,2,-1,0,0
CODDOC2332,37,single,terciario,no,1661,no,no,19,199,5,-1,0,0
CODDOC2334,36,married,secundaria,no,338,no,no,14,90,1,-1,0,0
CODDOC2336,33,single,terciario,no,490,si,no,7,31,1,363,2,0
CODDOC2337,35,married,terciario,no,2682,si,no,9,156,1,-1,0,0
CODDOC2338,24,married,terciario,no,0,si,no,27,299,1,-1,0,0
CODDOC2339,29,married,secundaria,no,596,no,no,30,510,2,-1,0,0
CODDOC2340,54,married,secundaria,no,2059,si,no,25,177,4,-1,0,0
CODDOC2342,34,married,secundaria,no,0,no,no,2,270,1,-1,0,0
CODDOC2343,39,married,primaria,no,385,si,no,16,225,4,-1,0,0
CODDOC2344,38,married,terciario,no,223,no,no,28,63,1,-1,0,0
CODDOC2348,35,single,terciario,no,71,si,no,21,836,12,-1,0,0
CODDOC2351,34,married,secundaria,no,0,si,no,29,116,4,-1,0,0
CODDOC2354,34,married,secundaria,no,1007,si,no,21,240,2,-1,0,0
CODDOC2355,34,single,secundaria,no,0,no,no,22,132,4,-1,0,0
CODDOC2360,36,single,secundaria,no,417,si,no,6,15,10,207,3,0
CODDOC2362,37,divorced,secundaria,no,532,si,no,11,199,1,-1,0,0
CODDOC2363,58,married,secundaria,no,407,si,no,29,145,2,-1,0,0
CODDOC2364,56,divorced,terciario,no,659,no,si,2,56,1,-1,0,0
CODDOC2365,34,married,secundaria,no,393,si,no,5,11,9,-1,0,0
CODDOC2366,33,divorced,secundaria,no,661,si,no,18,411,1,173,2,0
CODDOC2367,26,single,secundaria,no,0,no,no,29,165,23,-1,0,0
CODDOC2368,40,single,desconocido,no,838,si,no,12,619,3,-1,0,0
CODDOC2369,35,married,secundaria,no,195,si,no,17,203,1,-1,0,0
CODDOC2371,37,single,secundaria,no,-242,si,no,13,1149,6,-1,0,1
CODDOC2372,35,divorced,terciario,no,321,si,no,9,189,1,-1,0,0
CODDOC2380,42,divorced,secundaria,no,1491,si,no,6,203,2,334,2,0
CODDOC2385,32,married,terciario,no,62,si,no,14,166,1,-1,0,0
CODDOC2387,33,married,terciario,no,16992,si,no,29,58,1,-1,0,0
CODDOC2388,57,married,primaria,no,23,si,no,31,25,8,-1,0,0
CODDOC2390,53,married,terciario,no,6072,no,si,16,226,4,-1,0,0
CODDOC2393,31,married,terciario,no,1343,si,si,21,85,1,-1,0,0
CODDOC2395,44,married,secundaria,no,2319,no,no,4,251,3,-1,0,0
CODDOC2396,35,single,secundaria,no,35,si,no,14,152,1,-1,0,0
CODDOC2397,30,married,terciario,no,877,no,no,13,202,1,83,5,0
CODDOC2400,60,married,secundaria,no,89,no,no,30,156,2,-1,0,0
CODDOC2401,43,married,secundaria,no,104,no,no,17,332,1,-1,0,0
CODDOC2403,56,married,primaria,no,772,si,no,20,291,1,-1,0,0
CODDOC2406,40,married,secundaria,no,0,si,si,26,105,2,172,1,0
CODDOC2408,40,married,primaria,no,33,no,no,26,70,3,-1,0,0
CODDOC2409,46,married,secundaria,no,0,si,no,8,264,2,-1,0,0
CODDOC2410,32,single,secundaria,no,1649,no,no,27,204,2,-1,0,0
CODDOC2412,41,divorced,secundaria,no,0,si,no,17,386,2,-1,0,0
CODDOC2416,42,married,terciario,no,251,no,no,20,413,2,-1,0,0
CODDOC2417,32,single,terciario,no,1731,si,si,29,323,3,-1,0,0
CODDOC2418,62,married,terciario,no,0,no,no,13,78,3,-1,0,0
CODDOC2419,31,single,terciario,no,23,no,no,25,121,3,-1,0,0
CODDOC2420,41,single,secundaria,si,-386,no,si,20,477,1,-1,0,1
CODDOC2422,44,single,terciario,no,5063,no,no,27,418,2,-1,0,1
CODDOC2423,42,married,primaria,no,7041,si,no,28,386,4,-1,0,0
CODDOC2426,32,married,secundaria,no,2400,si,si,5,450,3,-1,0,0
CODDOC2427,46,married,secundaria,no,519,si,no,25,217,6,-1,0,0
CODDOC2428,39,single,terciario,no,1190,no,no,8,136,1,-1,0,0
CODDOC2431,52,married,secundaria,no,1818,no,si,17,189,2,111,4,0
CODDOC2432,42,married,secundaria,no,1289,no,no,15,250,4,415,2,1
CODDOC2435,35,single,secundaria,no,57,no,si,8,632,2,-1,0,0
CODDOC2438,37,single,secundaria,no,0,si,no,16,640,2,-1,0,0
CODDOC2439,39,married,terciario,no,691,si,si,16,517,1,255,1,0
CODDOC2440,28,married,secundaria,no,64,si,no,13,160,3,-1,0,0
CODDOC2441,49,divorced,terciario,no,0,si,no,12,177,3,-1,0,0
CODDOC2442,36,married,secundaria,no,957,si,no,21,206,1,-1,0,0
CODDOC2444,29,single,terciario,no,218,si,no,12,169,1,-1,0,0
CODDOC2445,35,married,secundaria,no,724,si,no,14,287,2,415,1,1
CODDOC2448,46,married,primaria,no,665,no,no,30,89,4,235,2,0
CODDOC2450,36,married,terciario,no,925,no,no,14,321,3,189,4,1
CODDOC2452,57,married,secundaria,no,3927,no,no,13,61,1,-1,0,0
CODDOC2453,42,divorced,terciario,no,401,si,no,24,217,9,-1,0,0
CODDOC2457,59,married,primaria,no,3163,si,no,29,240,2,-1,0,0
CODDOC2461,26,single,primaria,no,155,si,no,29,291,1,244,4,0
CODDOC2464,47,single,desconocido,no,2443,no,no,18,422,1,-1,0,0
CODDOC2466,44,single,primaria,no,4232,no,no,16,227,1,-1,0,0
CODDOC2467,42,married,secundaria,no,5564,no,no,17,560,2,-1,0,0
CODDOC2469,28,single,secundaria,no,1323,si,no,3,361,1,-1,0,0
CODDOC2473,54,married,secundaria,no,865,si,no,17,71,1,-1,0,0
CODDOC2474,32,married,terciario,no,-1053,si,no,21,357,3,-1,0,0
CODDOC2475,32,married,terciario,no,1667,si,no,18,164,2,179,3,0
CODDOC2476,59,divorced,secundaria,no,975,si,no,15,263,4,-1,0,0
CODDOC2477,45,married,secundaria,no,2571,no,no,18,146,2,-1,0,0
CODDOC2481,35,divorced,secundaria,no,3636,no,si,21,808,2,-1,0,1
CODDOC2482,30,married,terciario,no,931,no,no,17,1183,1,-1,0,0
CODDOC2484,40,married,secundaria,no,271,si,no,29,483,2,-1,0,0
CODDOC2486,34,married,terciario,no,-73,si,no,11,90,1,-1,0,0
CODDOC2488,31,divorced,terciario,no,137,no,no,22,385,9,-1,0,0
CODDOC2489,35,married,secundaria,no,700,si,no,23,240,2,-1,0,0
CODDOC2490,55,married,primaria,no,-966,no,si,14,104,1,-1,0,0
CODDOC2494,31,single,secundaria,no,40,no,no,7,123,2,-1,0,0
CODDOC2495,47,divorced,secundaria,no,136,no,si,23,70,1,-1,0,0
CODDOC2498,42,married,primaria,no,505,si,no,14,521,2,-1,0,0
CODDOC2499,34,married,secundaria,no,2542,si,no,14,228,1,-1,0,0
CODDOC2500,37,married,terciario,no,5355,no,no,17,466,4,-1,0,1
CODDOC2503,32,married,secundaria,no,0,no,no,30,119,3,-1,0,0
CODDOC2504,55,married,terciario,no,540,no,no,19,124,2,-1,0,0
CODDOC2505,35,married,secundaria,no,280,si,si,31,65,50,-1,0,0
CODDOC2508,42,single,secundaria,no,2613,si,no,30,174,6,-1,0,0
CODDOC2509,42,married,desconocido,no,-7,no,no,31,41,6,-1,0,0
CODDOC2510,41,married,primaria,no,0,si,no,30,232,3,-1,0,0
CODDOC2511,53,divorced,secundaria,si,-200,no,si,6,161,1,-1,0,0
CODDOC2514,33,married,primaria,no,191,si,no,9,162,2,-1,0,0
CODDOC2515,31,single,desconocido,no,694,si,no,6,431,2,-1,0,0
CODDOC2517,30,married,terciario,no,1882,si,no,11,249,5,-1,0,0
CODDOC2518,48,married,desconocido,no,131,si,no,6,189,1,-1,0,0
CODDOC2519,30,single,secundaria,no,175,no,no,25,167,4,-1,0,0
CODDOC2524,44,divorced,terciario,no,476,si,si,26,127,2,-1,0,0
CODDOC2525,35,married,secundaria,no,1257,si,no,20,93,3,329,7,0
CODDOC2529,33,married,secundaria,no,745,si,no,23,115,4,-1,0,0
CODDOC2530,48,single,terciario,no,8106,no,no,17,125,1,111,3,0
CODDOC2531,33,single,terciario,no,0,no,no,19,53,4,-1,0,0
CODDOC2533,48,divorced,secundaria,no,1266,si,no,3,45,1,-1,0,0
CODDOC2534,57,married,terciario,no,2416,no,no,11,74,2,-1,0,0
CODDOC2536,30,single,terciario,no,7513,no,no,11,269,2,-1,0,0
CODDOC2539,44,married,secundaria,no,-1746,si,no,20,218,1,-1,0,0
CODDOC2540,44,divorced,secundaria,no,14,no,no,13,167,1,92,1,1
CODDOC2542,47,married,desconocido,no,14,si,no,15,142,1,-1,0,0
CODDOC2545,56,divorced,primaria,no,0,no,si,10,542,1,-1,0,0
CODDOC2548,60,married,secundaria,no,725,si,no,8,266,1,-1,0,0
CODDOC2549,34,married,desconocido,no,41,si,no,6,34,9,-1,0,0
CODDOC2550,34,single,terciario,no,184,no,no,22,203,4,-1,0,0
CODDOC2551,41,married,terciario,no,251,no,si,6,85,3,-1,0,0
CODDOC2553,23,married,secundaria,no,-19,si,no,20,13,10,-1,0,0
CODDOC2554,33,married,terciario,no,1064,si,no,13,562,1,-1,0,1
CODDOC2555,36,married,secundaria,no,777,si,no,6,185,3,-1,0,0
CODDOC2556,49,married,terciario,no,377,no,no,22,158,1,59,2,0
CODDOC2559,72,married,primaria,no,796,no,no,24,173,2,-1,0,0
CODDOC2560,43,married,secundaria,no,17,si,no,16,353,4,-1,0,0
CODDOC2561,44,married,secundaria,no,1071,si,no,11,143,3,357,1,0
CODDOC2567,34,married,desconocido,no,1387,no,no,30,121,1,-1,0,0
CODDOC2570,53,married,secundaria,no,4541,si,no,15,190,6,-1,0,0
CODDOC2573,25,married,secundaria,no,242,si,no,30,62,12,-1,0,0
CODDOC2575,27,single,secundaria,no,259,si,no,23,78,10,-1,0,0
CODDOC2580,46,married,terciario,no,477,si,no,20,128,6,-1,0,0
CODDOC2581,36,married,secundaria,no,42,si,no,8,102,4,-1,0,0
CODDOC2584,52,married,terciario,no,2557,no,no,28,134,5,204,2,1
CODDOC2586,60,married,primaria,no,4895,no,no,9,313,1,-1,0,0
CODDOC2587,35,single,secundaria,no,376,si,si,6,207,3,-1,0,0
CODDOC2589,46,divorced,terciario,no,134,no,no,19,134,2,-1,0,0
CODDOC2590,45,divorced,terciario,no,1273,si,si,11,197,3,-1,0,0
CODDOC2592,34,married,terciario,no,2892,si,si,30,1165,7,-1,0,0
CODDOC2593,33,divorced,secundaria,no,0,si,no,7,177,2,-1,0,0
CODDOC2594,46,single,secundaria,no,295,si,no,23,141,6,-1,0,0
CODDOC2597,32,married,secundaria,no,4,no,no,4,145,2,260,4,0
CODDOC2600,52,married,terciario,no,-1224,si,no,7,253,4,-1,0,0
CODDOC2603,25,married,primaria,si,-589,si,no,3,233,1,-1,0,0
CODDOC2605,57,married,desconocido,no,0,no,no,30,585,1,-1,0,0
CODDOC2606,48,married,primaria,no,247,si,si,14,145,1,-1,0,0
CODDOC2609,58,married,secundaria,no,11,no,no,11,270,1,-1,0,0
CODDOC2610,57,married,primaria,no,-226,si,no,4,272,1,-1,0,0
CODDOC2612,33,single,secundaria,no,-320,no,no,18,268,2,-1,0,0
CODDOC2616,45,married,secundaria,no,776,si,no,6,232,4,253,1,0
CODDOC2617,35,married,terciario,no,816,si,no,19,547,7,-1,0,0
CODDOC2618,41,married,secundaria,no,171,no,no,21,71,9,-1,0,0
CODDOC2619,54,married,secundaria,no,812,no,no,31,113,6,-1,0,0
CODDOC2620,49,married,secundaria,no,823,no,no,8,780,4,-1,0,1
CODDOC2621,28,single,secundaria,no,1453,si,no,12,246,1,343,1,0
CODDOC2623,30,single,secundaria,no,1009,si,no,29,253,1,-1,0,0
CODDOC2625,53,married,terciario,no,22370,si,no,15,106,1,-1,0,0
CODDOC2626,42,married,primaria,no,2111,si,no,7,86,2,-1,0,0
CODDOC2629,31,divorced,secundaria,no,-452,si,no,26,182,5,-1,0,0
CODDOC2631,58,married,primaria,no,0,no,no,4,506,1,-1,0,0
CODDOC2632,37,single,secundaria,no,-296,si,no,20,81,1,-1,0,0
CODDOC2634,50,single,terciario,no,1200,no,no,14,904,3,-1,0,1
CODDOC2635,39,single,primaria,no,109,si,no,6,699,3,-1,0,0
CODDOC2639,38,married,primaria,no,290,si,no,16,283,1,-1,0,0
CODDOC2648,52,married,terciario,no,575,no,no,3,315,1,-1,0,0
CODDOC2654,45,single,secundaria,no,0,si,no,26,1472,1,192,4,1
CODDOC2656,42,married,secundaria,no,4945,si,no,2,311,2,-1,0,1
CODDOC2659,56,married,secundaria,no,2146,no,si,9,594,1,-1,0,0
CODDOC2660,59,married,secundaria,no,92,si,no,12,139,2,350,1,0
CODDOC2662,57,married,primaria,no,1238,si,no,15,274,1,-1,0,0
CODDOC2664,56,married,desconocido,no,575,no,no,20,18,2,-1,0,0
CODDOC2666,27,single,terciario,no,3733,si,no,22,198,1,98,6,1
CODDOC2668,28,single,secundaria,no,43,no,no,19,190,1,-1,0,0
CODDOC2669,36,married,terciario,no,428,no,no,28,121,1,-1,0,0
CODDOC2671,46,married,secundaria,no,0,si,si,20,239,2,259,2,0
CODDOC2672,32,single,terciario,no,474,si,no,7,90,3,-1,0,0
CODDOC2673,39,married,secundaria,no,-540,no,no,6,29,1,-1,0,0
CODDOC2674,35,married,terciario,no,560,si,no,2,58,1,136,1,0
CODDOC2675,31,married,terciario,no,325,si,no,18,1139,2,-1,0,1
CODDOC2676,29,single,terciario,no,437,no,no,5,504,1,92,1,1
CODDOC2677,48,married,primaria,no,574,no,no,5,348,1,-1,0,0
CODDOC2679,74,married,secundaria,no,935,no,no,26,100,1,104,1,0
CODDOC2683,29,married,secundaria,no,11417,si,no,28,272,2,-1,0,0
CODDOC2684,33,married,primaria,no,212,si,no,11,260,2,-1,0,0
CODDOC2686,45,divorced,secundaria,no,0,no,no,29,264,1,-1,0,1
CODDOC2688,45,married,secundaria,no,1673,no,no,23,76,1,-1,0,0
CODDOC2689,27,married,secundaria,no,-1202,si,no,4,749,2,-1,0,0
CODDOC2690,30,single,terciario,no,4213,no,no,25,142,4,-1,0,0
CODDOC2697,55,divorced,terciario,no,9756,si,no,5,103,2,95,1,1
CODDOC2703,57,married,secundaria,no,158,si,no,10,73,1,-1,0,0
CODDOC2704,21,single,desconocido,no,137,si,no,12,198,3,-1,0,0
CODDOC2705,58,married,secundaria,no,2705,no,no,14,137,1,-1,0,0
CODDOC2706,41,single,secundaria,no,75,si,no,1,479,9,-1,0,1
CODDOC2707,41,married,desconocido,no,2457,si,no,9,285,1,-1,0,0
CODDOC2710,32,married,terciario,no,273,si,si,18,97,3,-1,0,0
CODDOC2714,54,married,terciario,no,98,no,no,8,420,4,-1,0,0
CODDOC2715,47,divorced,terciario,no,477,si,no,7,973,1,366,1,0
CODDOC2717,59,married,terciario,no,0,no,si,29,376,2,-1,0,0
CODDOC2719,48,married,secundaria,si,-20,no,no,20,142,2,-1,0,0
CODDOC2720,32,single,secundaria,no,230,si,no,18,442,1,266,8,1
CODDOC2721,46,divorced,secundaria,no,-852,no,si,29,728,2,-1,0,0
CODDOC2722,31,single,primaria,no,-280,no,no,21,281,3,-1,0,0
CODDOC2725,48,single,desconocido,no,5095,si,no,16,71,1,-1,0,0
CODDOC2728,27,single,primaria,no,-179,si,no,15,54,2,-1,0,0
CODDOC2729,60,married,secundaria,no,-396,si,no,11,443,1,350,1,0
CODDOC2730,34,single,terciario,no,1011,si,no,6,136,1,-1,0,0
CODDOC2732,48,married,secundaria,no,1159,si,si,15,1181,9,-1,0,0
CODDOC2735,52,married,secundaria,no,2072,no,no,10,224,1,-1,0,0
CODDOC2739,39,single,terciario,no,1043,no,no,18,195,10,-1,0,0
CODDOC2742,37,single,secundaria,no,61,si,no,19,182,8,-1,0,0
CODDOC2744,35,married,secundaria,no,1067,no,si,12,179,6,-1,0,0
CODDOC2745,57,married,primaria,no,0,no,no,9,540,1,-1,0,0
CODDOC2747,47,married,secundaria,no,1219,no,no,18,697,4,-1,0,1
CODDOC2748,27,married,secundaria,no,7,si,no,15,98,2,-1,0,0
CODDOC2750,39,married,secundaria,no,994,no,no,5,221,1,241,1,0
CODDOC2751,36,married,terciario,no,6,no,no,30,246,1,-1,0,0
CODDOC2752,42,single,secundaria,no,0,no,no,21,656,2,-1,0,0
CODDOC2757,57,married,primaria,no,1592,no,si,20,78,4,-1,0,0
CODDOC2758,59,married,desconocido,no,0,no,no,8,425,6,-1,0,0
CODDOC2759,57,married,terciario,no,46,no,no,7,238,2,-1,0,0
CODDOC2761,61,married,secundaria,no,985,no,no,18,998,6,-1,0,1
CODDOC2763,42,married,terciario,no,520,no,no,4,158,1,-1,0,0
CODDOC2764,57,married,terciario,no,10,no,no,8,320,3,-1,0,0
CODDOC2767,63,married,terciario,no,133,si,no,13,104,2,-1,0,0
CODDOC2768,47,married,secundaria,no,1121,no,no,20,454,6,-1,0,0
CODDOC2769,54,married,secundaria,no,88,si,no,13,190,1,-1,0,0
CODDOC2771,28,single,terciario,no,-328,si,no,2,318,2,-1,0,0
CODDOC2772,58,married,secundaria,no,610,si,no,29,246,2,-1,0,0
CODDOC2773,48,single,terciario,no,414,no,no,21,761,2,-1,0,0
CODDOC2774,35,divorced,terciario,no,0,si,no,29,171,1,-1,0,1
CODDOC2775,37,married,terciario,no,0,no,no,6,143,1,-1,0,0
CODDOC2776,37,married,secundaria,no,685,si,no,6,968,1,-1,0,0
CODDOC2777,37,married,primaria,no,22856,no,no,2,154,1,388,1,0
CODDOC2782,59,married,secundaria,no,5314,si,no,5,200,3,-1,0,0
CODDOC2783,41,married,secundaria,no,64,si,si,8,210,2,-1,0,0
CODDOC2784,34,single,terciario,no,632,no,no,22,215,10,-1,0,0
CODDOC2788,53,divorced,secundaria,no,112,no,si,11,246,3,-1,0,0
CODDOC2789,35,married,secundaria,no,0,no,si,9,42,1,-1,0,0
CODDOC2791,37,single,secundaria,no,435,si,no,26,210,1,-1,0,0
CODDOC2792,32,married,secundaria,no,782,si,no,26,116,4,-1,0,0
CODDOC2794,54,married,desconocido,no,7864,si,no,15,145,4,-1,0,0
CODDOC2798,30,single,terciario,no,18,no,no,20,121,11,-1,0,0
CODDOC2799,36,married,secundaria,no,141,si,no,23,106,3,-1,0,0
CODDOC2800,43,married,terciario,no,2886,no,no,20,230,1,-1,0,0
CODDOC2805,28,single,secundaria,no,775,no,no,29,603,2,-1,0,0
CODDOC2809,40,married,secundaria,no,1532,si,si,18,173,7,-1,0,0
CODDOC2811,29,single,secundaria,no,103,no,no,19,314,1,-1,0,0
CODDOC2813,41,single,secundaria,no,748,no,no,21,94,7,130,3,0
CODDOC2814,47,married,secundaria,no,1990,si,si,25,108,4,-1,0,0
CODDOC2818,30,single,secundaria,no,648,si,si,8,287,1,-1,0,0
CODDOC2821,34,married,terciario,no,1116,si,no,25,53,5,-1,0,0
CODDOC2822,46,divorced,secundaria,no,-90,no,si,17,270,1,-1,0,1
CODDOC2823,38,married,terciario,no,170,si,no,18,442,1,-1,0,1
CODDOC2824,37,single,secundaria,no,3665,no,no,12,664,3,-1,0,1
CODDOC2829,38,married,secundaria,no,1960,si,no,21,161,2,-1,0,0
CODDOC2830,27,married,secundaria,no,818,si,no,3,188,5,-1,0,0
CODDOC2837,29,married,terciario,no,3931,si,no,3,73,4,-1,0,0
CODDOC2840,54,divorced,secundaria,no,1327,no,no,5,115,2,-1,0,0
CODDOC2842,32,single,terciario,no,741,si,no,11,238,1,-1,0,0
CODDOC2843,48,married,primaria,no,3230,si,no,20,207,3,-1,0,0
CODDOC2844,33,single,terciario,no,1439,si,no,3,178,2,-1,0,0
CODDOC2845,46,married,secundaria,no,120,si,no,14,20,11,-1,0,0
CODDOC2847,47,married,primaria,no,881,si,no,14,143,1,370,2,0
CODDOC2849,80,married,secundaria,no,462,no,no,7,127,2,-1,0,0
CODDOC2852,32,single,terciario,no,1625,no,no,22,796,1,109,1,1
CODDOC2854,33,married,secundaria,no,9305,si,no,17,407,2,-1,0,0
CODDOC2856,36,single,terciario,no,0,no,no,11,108,2,-1,0,0
CODDOC2857,35,single,terciario,no,2486,si,no,25,265,1,-1,0,0
CODDOC2858,25,single,secundaria,no,368,no,no,25,168,1,-1,0,0
CODDOC2861,31,single,terciario,no,2590,no,no,23,103,2,484,2,0
CODDOC2864,31,single,terciario,no,385,si,no,21,304,1,-1,0,0
CODDOC2866,51,divorced,secundaria,no,9228,no,no,18,655,4,-1,0,1
CODDOC2867,36,married,secundaria,no,0,si,si,9,101,2,-1,0,0
CODDOC2868,27,single,terciario,no,1,no,no,3,65,2,-1,0,0
CODDOC2869,40,married,secundaria,no,771,si,no,15,173,4,-1,0,0
CODDOC2870,49,married,secundaria,no,280,si,no,14,162,3,-1,0,0
CODDOC2871,59,married,primaria,no,46,no,no,14,78,2,-1,0,0
CODDOC2879,51,divorced,secundaria,no,12,si,no,17,150,1,-1,0,0
CODDOC2881,43,married,secundaria,no,481,si,no,18,164,1,110,2,0
CODDOC2882,42,married,terciario,no,12223,si,no,19,36,1,-1,0,0
CODDOC2883,24,married,secundaria,no,-254,si,si,27,290,2,-1,0,0
CODDOC2884,46,married,terciario,no,1148,no,no,29,104,2,-1,0,0
CODDOC2886,26,single,secundaria,no,50,si,no,12,153,1,-1,0,0
CODDOC2892,32,single,terciario,no,0,no,no,5,550,4,-1,0,1
CODDOC2895,49,married,terciario,no,7007,no,no,17,325,2,-1,0,0
CODDOC2898,40,married,secundaria,no,326,si,si,7,112,1,-1,0,0
CODDOC2899,42,divorced,secundaria,no,0,si,no,30,115,6,-1,0,0
CODDOC2900,46,married,secundaria,no,123,no,no,20,381,3,-1,0,0
CODDOC2902,37,single,terciario,no,223,si,no,28,25,1,-1,0,0
CODDOC2905,39,married,terciario,no,894,si,no,20,491,1,326,1,0
CODDOC2906,31,divorced,secundaria,no,202,si,no,18,146,1,-1,0,0
CODDOC2907,34,single,terciario,no,0,no,no,21,191,2,-1,0,0
CODDOC2911,55,married,secundaria,no,96,no,no,30,340,2,-1,0,0
CODDOC2919,29,single,terciario,no,14,no,no,29,87,1,120,1,0
CODDOC2920,44,married,terciario,no,7635,no,no,21,719,5,-1,0,0
CODDOC2922,43,single,secundaria,no,1029,si,no,2,145,1,-1,0,0
CODDOC2926,52,divorced,primaria,no,-97,si,si,9,167,4,-1,0,0
CODDOC2927,33,married,terciario,no,1465,no,no,19,98,4,-1,0,0
CODDOC2928,30,married,secundaria,no,125,si,no,29,238,2,-1,0,0
CODDOC2929,32,single,terciario,no,930,no,no,27,85,7,-1,0,0
CODDOC2935,41,married,desconocido,no,88,si,no,11,105,1,336,2,0
CODDOC2937,50,divorced,secundaria,no,717,si,no,30,113,1,-1,0,0
CODDOC2938,56,married,secundaria,no,705,si,no,29,151,2,-1,0,0
CODDOC2939,34,married,secundaria,no,1553,no,no,20,200,2,-1,0,0
CODDOC2940,33,divorced,secundaria,no,-131,si,no,16,145,1,-1,0,0
CODDOC2941,61,married,secundaria,no,1191,no,no,21,214,4,-1,0,1
CODDOC2942,36,single,secundaria,no,47,no,si,9,36,6,-1,0,0
CODDOC2947,45,married,secundaria,no,-388,si,no,14,175,2,-1,0,0
CODDOC2949,36,single,secundaria,no,1511,si,no,16,270,1,-1,0,1
CODDOC2950,46,married,primaria,no,147,si,no,6,116,2,169,3,0
CODDOC2955,51,married,secundaria,no,0,no,si,26,565,3,-1,0,0
CODDOC2956,49,married,secundaria,no,12531,no,no,13,77,8,-1,0,0
CODDOC2957,35,married,terciario,no,552,si,si,19,314,2,124,1,0
CODDOC2959,31,married,terciario,no,309,si,si,7,294,1,-1,0,0
